code,service,time,from
CG004048998IS,InternationalParcel,2022-05-25T12:21:33+00:00,Pósthús Vestmannaeyjum
CG004049004IS,InternationalParcel,na,na
CG004023069IS,InternationalParcel,2022-04-28T16:16:41+00:00,Pósthús Síðumúla 3-5
CG004049049IS,InternationalParcel,2022-05-25T14:02:56+00:00,Pósthús Akranesi
CG004023174IS,InternationalParcel,2022-04-29T09:30:59+00:00,Pósthús Þönglabakka 4
CG004049171IS,InternationalParcel,2022-05-25T12:19:28+00:00,Pósthús Skagaströnd
CG004023245IS,InternationalParcel,2022-04-29T15:47:17+00:00,Pósthús Hafnarfirði
CG004049239IS,InternationalParcel,2022-05-25T12:14:06+00:00,Pósthús Hafnarfirði
CG004023262IS,InternationalParcel,2022-04-29T15:47:18+00:00,Pósthús Hafnarfirði
CG004023302IS,InternationalParcel,2022-04-29T15:42:14+00:00,Póstmiðstöð
CG004023347IS,InternationalParcel,na,na
CG004023355IS,InternationalParcel,na,na
CG004023364IS,InternationalParcel,na,na
CG004023378IS,InternationalParcel,na,na
CG004023381IS,InternationalParcel,na,na
CG004023404IS,InternationalParcel,na,na
CG004023418IS,InternationalParcel,na,na
CG004023421IS,InternationalParcel,2022-04-29T15:47:04+00:00,Pósthús Síðumúla 3-5
CG004049450IS,InternationalParcel,na,na
CG004049517IS,InternationalParcel,2022-05-25T13:54:13+00:00,Pósthús Hagatorgi 1
CG004049565IS,InternationalParcel,2022-05-25T14:30:16+00:00,Pósthús Kópavogi
CG004023656IS,InternationalParcel,na,na
CG004049667IS,InternationalParcel,na,na
CG004023713IS,InternationalParcel,2022-04-29T13:14:05+00:00,Pósthús Borgarnesi
CG004023727IS,InternationalParcel,2022-04-29T15:47:19+00:00,Pósthús Hafnarfirði
CG004049715IS,InternationalParcel,2022-06-02T12:24:30+00:00,Póstmiðstöð
CG004023758IS,InternationalParcel,na,na
CG004023789IS,InternationalParcel,na,na
CG004049812IS,InternationalParcel,2022-05-31T10:02:16+00:00,Pósthús Kópavogi
CG004023894IS,InternationalParcel,na,na
CG004023917IS,InternationalParcel,na,na
CG004049905IS,InternationalParcel,2022-05-27T17:08:44+00:00,Póstbox Miðvangi við Nett
CG004049928IS,InternationalParcel,2022-05-27T13:17:51+00:00,Pósthús Reykjanesbær
CG004023979IS,InternationalParcel,na,na
CG004049945IS,InternationalParcel,2022-05-27T15:43:56+00:00,Pósthús Þönglabakka 4
CG004024016IS,InternationalParcel,2022-04-29T15:08:38+00:00,Pósthús Síðumúla 3-5
CG004049993IS,InternationalParcel,2022-05-27T13:59:43+00:00,Pósthús Hafnarfirði
CG004024118IS,InternationalParcel,2022-04-29T16:03:56+00:00,270
CG004024152IS,InternationalParcel,na,na
CG004024166IS,InternationalParcel,na,na
CG004050360IS,InternationalParcel,2022-05-27T10:47:43+00:00,Pósthús Hagatorgi 1
CG004050413IS,InternationalParcel,2022-05-27T11:01:26+00:00,Pósthús Þönglabakka 4
CG004024489IS,InternationalParcel,2022-05-02T19:04:09+00:00,Póstmiðstöð
CG004024529IS,InternationalParcel,2022-05-02T11:57:05+00:00,Pósthús Kópavogi
CG004050492IS,InternationalParcel,na,na
CG004024603IS,InternationalParcel,2022-05-01T20:02:15+00:00,Póstbox Hraunbæ við Orkun
CG004050617IS,InternationalParcel,2022-05-27T13:42:35+00:00,Pósthús Grindavík
CG004024798IS,InternationalParcel,2022-05-02T09:36:08+00:00,Pósthús Síðumúla 3-5
CG004050841IS,InternationalParcel,2022-05-27T14:05:59+00:00,Pósthús Kópavogi
CG004024909IS,InternationalParcel,2022-05-02T10:09:54+00:00,Pósthús Hafnarfirði
CG004050886IS,InternationalParcel,na,na
CG004024957IS,InternationalParcel,na,na
CG004050965IS,InternationalParcel,2022-05-27T14:51:03+00:00,Pósthús Síðumúla 3-5
CG004050974IS,InternationalParcel,2022-05-27T14:54:08+00:00,Pósthús Þönglabakka 4
CG004050988IS,InternationalParcel,2022-05-27T14:59:51+00:00,Pósthús Hagatorgi 1
CG004051008IS,InternationalParcel,2022-05-27T14:59:47+00:00,Pósthús Síðumúla 3-5
CG004051127IS,InternationalParcel,2022-05-27T16:03:45+00:00,Pósthús Hagatorgi 1
CG004025192IS,InternationalParcel,2022-05-04T11:50:45+00:00,Póstmiðstöð
CG004025250IS,InternationalParcel,2022-05-02T11:31:15+00:00,Pósthús Síðumúla 3-5
CG004025294IS,InternationalParcel,2022-05-02T11:37:46+00:00,Pósthús Þönglabakka 4
CG004051263IS,InternationalParcel,2022-05-30T16:46:41+00:00,Póstmiðstöð
CG004025325IS,InternationalParcel,na,na
CG004025334IS,InternationalParcel,2022-05-02T12:44:21+00:00,Pósthús Höfðabakka 9 C
CG004025348IS,InternationalParcel,na,na
CG004051325IS,InternationalParcel,2022-05-30T16:46:56+00:00,Póstmiðstöð
CG004051348IS,InternationalParcel,na,na
CG004025396IS,InternationalParcel,2022-05-02T14:13:40+00:00,Pósthús Hagatorgi 1
CG004025440IS,InternationalParcel,na,na
CG004051436IS,InternationalParcel,na,na
CG004025475IS,InternationalParcel,na,na
CG004051475IS,InternationalParcel,na,na
CG004025515IS,InternationalParcel,2022-05-02T13:22:55+00:00,Pósthús Kópavogi
CG004051572IS,InternationalParcel,na,na
CG004051590IS,InternationalParcel,2022-05-30T12:09:16+00:00,Pósthús Kópavogi
CG004051626IS,InternationalParcel,2022-05-30T12:09:16+00:00,Pósthús Kópavogi
CG004025688IS,InternationalParcel,na,na
CG004025745IS,InternationalParcel,2022-05-02T14:53:57+00:00,Pósthús Síðumúla 3-5
CG004025759IS,InternationalParcel,2022-05-02T14:42:38+00:00,Pósthús Akureyri
CG004051762IS,InternationalParcel,2022-05-30T19:38:44+00:00,Póstmiðstöð
CG004051780IS,InternationalParcel,na,na
CG004025802IS,InternationalParcel,na,na
CG004051833IS,InternationalParcel,2022-05-30T10:29:42+00:00,Pósthús Þönglabakka 4
CG004051966IS,InternationalParcel,2022-05-30T11:17:49+00:00,Pósthús Kópavogi
CG004025983IS,InternationalParcel,2022-05-02T16:23:37+00:00,Pósthús Hagatorgi 1
CG004051983IS,InternationalParcel,2022-05-30T11:19:18+00:00,Pósthús Síðumúla 3-5
CG004026079IS,InternationalParcel,na,na
CG004052079IS,InternationalParcel,2022-05-30T11:52:21+00:00,Pósthús Selfossi
CG004026122IS,InternationalParcel,2022-05-03T10:39:11+00:00,Pósthús Hafnarfirði
CG004052122IS,InternationalParcel,2022-05-30T16:50:33+00:00,Póstmiðstöð
CG004052140IS,InternationalParcel,2022-05-30T19:30:51+00:00,Póstmiðstöð
CG004052153IS,InternationalParcel,2022-05-30T16:58:45+00:00,Póstmiðstöð
CG004026175IS,InternationalParcel,2022-05-03T18:40:52+00:00,Póstmiðstöð
CG004052184IS,InternationalParcel,2022-05-30T12:30:47+00:00,Pósthús Reykjanesbæ
CG004026241IS,InternationalParcel,na,na
CG004052255IS,InternationalParcel,2022-05-30T13:00:54+00:00,Pósthús Síðumúla 3-5
CG004052272IS,InternationalParcel,2022-05-30T12:58:48+00:00,Pósthús Selfossi
CG004026290IS,InternationalParcel,2022-05-03T12:40:00+00:00,Pósthús Höfðabakka 9 C
CG004052312IS,InternationalParcel,2022-05-30T13:14:47+00:00,Pósthús Hagatorgi 1
CG004026330IS,InternationalParcel,na,na
CG004052388IS,InternationalParcel,2022-05-30T14:55:27+00:00,Pósthús Vopnafirði
CG004026391IS,InternationalParcel,na,na
CG004052391IS,InternationalParcel,2022-05-30T13:23:59+00:00,Pósthús Egilsstöðum
CG004052414IS,InternationalParcel,2022-05-30T13:23:59+00:00,Pósthús Egilsstöðum
CG004052428IS,InternationalParcel,2022-05-31T14:16:44+00:00,Pósthús Reykjanesbær
CG004026462IS,InternationalParcel,2022-05-06T10:40:01+00:00,Pósthús Hagatorgi 1
CG004052476IS,InternationalParcel,2022-06-01T11:19:10+00:00,Pósthús Selfossi
CG004052520IS,InternationalParcel,2022-05-30T16:02:55+00:00,Póstmiðstöð
CG004026578IS,InternationalParcel,2022-05-03T11:41:14+00:00,Pósthús Grindavík
CG004052581IS,InternationalParcel,2022-05-30T14:19:54+00:00,Pósthús Síðumúla 3-5
CG004052618IS,InternationalParcel,2022-05-30T14:35:40+00:00,Pósthús Síðumúla 3-5
CG004052621IS,InternationalParcel,2022-05-31T14:13:21+00:00,Pósthús Reykjanesbæ
CG004026670IS,InternationalParcel,na,na
CG004026710IS,InternationalParcel,na,na
CG004026825IS,InternationalParcel,2022-05-03T14:18:52+00:00,Pósthús Reykjanesbæ
CG004052825IS,InternationalParcel,na,na
CG004026839IS,InternationalParcel,2022-05-03T12:54:28+00:00,Pósthús Grundarfirði
CG004052935IS,InternationalParcel,2022-05-30T16:57:19+00:00,Pósthús Síðumúla 3-5
CG004052958IS,InternationalParcel,na,na
CG004052961IS,InternationalParcel,2022-05-31T09:49:18+00:00,Pósthús Hagatorgi 1
CG004053012IS,InternationalParcel,2022-06-02T15:47:31+00:00,Pósthús Hagatorgi 1
CG004053026IS,InternationalParcel,2022-05-30T20:08:46+00:00,Póstbox Mosfellsbær við A
CG004053043IS,InternationalParcel,na,na
CG004053074IS,InternationalParcel,na,na
CG004053088IS,InternationalParcel,na,na
CG004027233IS,InternationalParcel,na,na
CG004053247IS,InternationalParcel,2022-05-31T10:25:40+00:00,Pósthús Kópavogi
CG004027318IS,InternationalParcel,2022-05-03T16:03:42+00:00,Pósthús Húsavík
CG004053321IS,InternationalParcel,na,na
CG004053349IS,InternationalParcel,2022-05-31T11:20:57+00:00,Pósthús Akureyri
CG004027352IS,InternationalParcel,2022-05-03T16:03:33+00:00,Pósthús Þönglabakka 4
CG004053352IS,InternationalParcel,2022-05-31T12:55:10+00:00,Pósthús Höfðabakka 9 C
CG004053370IS,InternationalParcel,na,na
CG004027397IS,InternationalParcel,2022-05-03T16:21:02+00:00,Pósthús Höfðabakka 9 C
CG004053397IS,InternationalParcel,2022-05-31T12:06:04+00:00,Pósthús Síðumúla 3-5
CG004027410IS,InternationalParcel,2022-05-04T11:10:26+00:00,Pósthús Seyðisfirði
CG004053445IS,InternationalParcel,na,na
CG004053454IS,InternationalParcel,2022-05-31T12:37:25+00:00,Pósthús Þönglabakka 4
CG004027468IS,InternationalParcel,na,na
CG004053468IS,InternationalParcel,2022-05-31T12:32:01+00:00,Pósthús Reykjanesbæ
CG004053485IS,InternationalParcel,2022-05-31T12:30:04+00:00,Pósthús Húsavík
CG004053511IS,InternationalParcel,2022-05-31T12:59:02+00:00,Pósthús Akureyri
CG004027525IS,InternationalParcel,2022-05-03T16:38:34+00:00,Pósthús Þönglabakka 4
CG004027539IS,InternationalParcel,2022-05-03T16:49:03+00:00,Pósthús Hagatorgi 1
CG004053556IS,InternationalParcel,2022-05-31T13:11:29+00:00,Pósthús Reykjanesbæ
CG004027560IS,InternationalParcel,na,na
CG004053573IS,InternationalParcel,na,na
CG004027644IS,InternationalParcel,2022-05-04T13:25:10+00:00,Pósthús Hafnarfirði
CG004053658IS,InternationalParcel,na,na
CG004027661IS,InternationalParcel,na,na
CG004027675IS,InternationalParcel,na,na
CG004027689IS,InternationalParcel,na,na
CG004053732IS,InternationalParcel,na,na
CG004053750IS,InternationalParcel,na,na
CG004053777IS,InternationalParcel,2022-05-31T14:31:11+00:00,Pósthús Síðumúla 3-5
CG004053794IS,InternationalParcel,na,na
CG004053825IS,InternationalParcel,2022-05-31T15:09:38+00:00,Pósthús Þönglabakka 4
CG004053834IS,InternationalParcel,2022-06-02T16:10:47+00:00,Pósthús Hagatorgi 1
CG004053896IS,InternationalParcel,2022-05-31T15:34:02+00:00,Pósthús Hafnarfirði
CG004053905IS,InternationalParcel,2022-05-31T15:34:02+00:00,Pósthús Hafnarfirði
CG004027967IS,InternationalParcel,2022-05-04T11:09:02+00:00,Pósthús Hagatorgi 1
CG004054021IS,InternationalParcel,2022-06-01T15:12:33+00:00,Póstmiðstöð
CG004028083IS,InternationalParcel,2022-05-04T12:35:26+00:00,Pósthús Vestmannaeyjum
CG004028097IS,InternationalParcel,na,na
CG004028106IS,InternationalParcel,na,na
CG004028123IS,InternationalParcel,na,na
CG004054154IS,InternationalParcel,na,na
CG004028242IS,InternationalParcel,2022-05-04T14:33:18+00:00,Pósthús Selfossi
CG004054260IS,InternationalParcel,na,na
CG004054358IS,InternationalParcel,na,na
CG004028415IS,InternationalParcel,2022-05-04T15:27:50+00:00,Pósthús Hafnarfirði
CG004054450IS,InternationalParcel,2022-06-01T16:50:34+00:00,Póstmiðstöð
CG004028551IS,InternationalParcel,na,na
CG004028596IS,InternationalParcel,2022-05-04T16:18:36+00:00,Pósthús Selfossi
CG004054653IS,InternationalParcel,na,na
CG004028707IS,InternationalParcel,na,na
CG004054741IS,InternationalParcel,2022-06-01T12:08:12+00:00,Pósthús Hafnarfirði
CG004028769IS,InternationalParcel,na,na
CG004054786IS,InternationalParcel,2022-06-01T12:58:41+00:00,Pósthús Vopnafirði
CG004028865IS,InternationalParcel,na,na
CG004054865IS,InternationalParcel,2022-06-01T13:11:12+00:00,Pósthús Hagatorgi 1
CG004028891IS,InternationalParcel,na,na
CG004028905IS,InternationalParcel,na,na
CG004054905IS,InternationalParcel,2022-06-01T14:03:35+00:00,Pósthús Síðumúla 3-5
CG004054945IS,InternationalParcel,2022-06-01T13:25:52+00:00,Pósthús Hagatorgi 1
CG004029000IS,InternationalParcel,na,na
CG004029027IS,InternationalParcel,2022-05-05T10:45:31+00:00,Pósthús Hagatorgi 1
CG004029035IS,InternationalParcel,2022-05-05T10:48:43+00:00,Pósthús Akranesi
CG004029075IS,InternationalParcel,na,na
CG004055089IS,InternationalParcel,na,na
CG004029101IS,InternationalParcel,2022-05-05T11:34:03+00:00,Pósthús Vestmannaeyjum
CG004029115IS,InternationalParcel,2022-05-05T11:45:48+00:00,Pósthús Þönglabakka 4
CG004055132IS,InternationalParcel,2022-06-01T14:38:51+00:00,Póstbox Barónsstíg við Ex
CG004029163IS,InternationalParcel,na,na
CG004055163IS,InternationalParcel,2022-06-01T14:40:04+00:00,Pósthús Akureyri
CG004055177IS,InternationalParcel,na,na
CG004055217IS,InternationalParcel,2022-06-01T14:47:04+00:00,Pósthús Hagatorgi 1
CG004055248IS,InternationalParcel,2022-06-15T10:27:57+00:00,Póstmiðstöð
CG004055279IS,InternationalParcel,na,na
CG004029305IS,InternationalParcel,2022-05-05T14:08:30+00:00,Pósthús Hagatorgi 1
CG004029441IS,InternationalParcel,2022-05-05T14:35:32+00:00,Pósthús Selfossi
CG004055455IS,InternationalParcel,2022-06-02T10:26:37+00:00,Pósthús Hafnarfirði
CG004029509IS,InternationalParcel,2022-05-10T11:44:45+00:00,Pósthús Síðumúla 3-5
CG004055509IS,InternationalParcel,na,na
CG004055530IS,InternationalParcel,na,na
CG004055557IS,InternationalParcel,2022-06-02T13:57:05+00:00,Pósthús Dalvík
CG004029628IS,InternationalParcel,2022-05-05T16:56:40+00:00,Pósthús Hagatorgi 1
CG004055659IS,InternationalParcel,2022-06-09T13:37:11+00:00,Pósthús Hafnarfirði
CG004055676IS,InternationalParcel,na,na
CG004055693IS,InternationalParcel,na,na
CG004029733IS,InternationalParcel,na,na
CG004055733IS,InternationalParcel,2022-06-02T10:21:02+00:00,Pósthús Síðumúla 3-5
CG004029781IS,InternationalParcel,2022-05-06T13:03:35+00:00,Pósthús Síðumúla 3-5
CG004055764IS,InternationalParcel,2022-06-02T10:42:10+00:00,Pósthús Höfðabakka 9 C
CG004029818IS,InternationalParcel,2022-05-08T16:52:27+00:00,Póstbox Garðabæ við Orkun
CG004055821IS,InternationalParcel,2022-06-02T11:37:51+00:00,Pósthús Akureyri
CG004029870IS,InternationalParcel,na,na
CG004055866IS,InternationalParcel,2022-06-03T14:07:08+00:00,Pósthús Reykjanesbær
CG004029937IS,InternationalParcel,2022-05-06T11:09:31+00:00,Pósthús Hagatorgi 1
CG004030127IS,InternationalParcel,na,na
CG004056107IS,InternationalParcel,2022-06-02T13:21:05+00:00,Pósthús Hagatorgi 1
CG004056209IS,InternationalParcel,2022-06-02T14:44:37+00:00,Pósthús Höfðabakka 9 C
CG004030250IS,InternationalParcel,2022-05-06T11:10:58+00:00,Pósthús Reykjanesbæ
CG004030317IS,InternationalParcel,na,na
CG004056305IS,InternationalParcel,2022-06-02T14:48:26+00:00,Póstbox Hvolsvelli við Or
CG004056362IS,InternationalParcel,na,na
CG004056549IS,InternationalParcel,2022-06-02T15:07:12+00:00,Pósthús Neskaupstað
CG004056637IS,InternationalParcel,2022-06-03T10:59:21+00:00,Pósthús Þönglabakka 4
CG004056645IS,InternationalParcel,2022-06-02T15:58:24+00:00,Pósthús Hagatorgi 1
CG004030705IS,InternationalParcel,na,na
CG004030745IS,InternationalParcel,2022-05-06T14:45:55+00:00,Pósthús Akureyri
CG004056800IS,InternationalParcel,2022-06-02T17:02:01+00:00,Pósthús Akureyri
CG004056875IS,InternationalParcel,na,na
CG004056889IS,InternationalParcel,na,na
CG004030921IS,InternationalParcel,2022-05-06T16:04:48+00:00,Pósthús Hagatorgi 1
CG004056932IS,InternationalParcel,na,na
CG004030966IS,InternationalParcel,2022-05-06T16:04:48+00:00,Pósthús Hagatorgi 1
CG004056963IS,InternationalParcel,2022-06-03T11:42:06+00:00,Pósthús Þönglabakka 4
CG004057014IS,InternationalParcel,2022-06-03T07:58:48+00:00,Póstbox Hvolsvelli við Or
CG004057028IS,InternationalParcel,na,na
CG004057031IS,InternationalParcel,2022-06-07T13:58:55+00:00,Pósthús Kópavogi
CG004031105IS,InternationalParcel,na,na
CG004031119IS,InternationalParcel,2022-05-27T14:19:18+00:00,Pósthús Hagatorgi 1
CG004031122IS,InternationalParcel,na,na
CG004057133IS,InternationalParcel,2022-06-03T10:36:08+00:00,Póstmiðstöð
CG004031167IS,InternationalParcel,na,na
CG004031175IS,InternationalParcel,na,na
CG004057164IS,InternationalParcel,2022-06-03T10:04:17+00:00,Pósthús Hafnarfirði
CG004031184IS,InternationalParcel,na,na
CG004031224IS,InternationalParcel,na,na
CG004031269IS,InternationalParcel,na,na
CG004031290IS,InternationalParcel,na,na
CG004031374IS,InternationalParcel,na,na
CG004031431IS,InternationalParcel,2022-05-10T11:15:32+00:00,Pósthús Síðumúla 3-5
CG004057439IS,InternationalParcel,2022-06-03T14:19:06+00:00,Pósthús Stykkishólmi
CG004057487IS,InternationalParcel,2022-06-03T12:11:58+00:00,Pósthús Seyðisfirði
CG004031516IS,InternationalParcel,2022-05-09T09:51:33+00:00,Pósthús Höfðabakka 9 C
CG004057500IS,InternationalParcel,2022-06-03T12:23:18+00:00,Pósthús Hagatorgi 1
CG004057513IS,InternationalParcel,2022-06-03T13:02:44+00:00,Pósthús Síðumúla 3-5
CG004057535IS,InternationalParcel,2022-06-03T13:17:37+00:00,Pósthús Reykjanesbæ
CG004057558IS,InternationalParcel,2022-06-03T13:17:37+00:00,Pósthús Reykjanesbæ
CG004031578IS,InternationalParcel,2022-05-09T10:18:42+00:00,Pósthús Hagatorgi 1
CG004031604IS,InternationalParcel,2022-05-09T10:40:38+00:00,Pósthús Kópavogi
CG004057646IS,InternationalParcel,2022-06-03T12:56:36+00:00,Pósthús Þönglabakka 4
CG004031666IS,InternationalParcel,2022-05-09T10:40:38+00:00,Pósthús Kópavogi
CG004057725IS,InternationalParcel,2022-06-03T13:13:09+00:00,Pósthús Akureyri
CG004057734IS,InternationalParcel,2022-06-03T13:18:14+00:00,Pósthús Síðumúla 3-5
CG004031754IS,InternationalParcel,2022-05-09T12:31:54+00:00,Pósthús Síðumúla 3-5
CG004031768IS,InternationalParcel,na,na
CG004057765IS,InternationalParcel,2022-06-03T13:45:57+00:00,Pósthús Hvammstanga
CG004057805IS,InternationalParcel,na,na
CG004031860IS,InternationalParcel,2022-05-10T11:10:31+00:00,Póstmiðstöð
CG004057884IS,InternationalParcel,na,na
CG004031927IS,InternationalParcel,2022-05-10T10:25:12+00:00,Pósthús Höfðabakka 9 C
CG004057938IS,InternationalParcel,2022-06-03T14:43:13+00:00,Pósthús Borgarnesi
CG004057969IS,InternationalParcel,2022-06-03T14:48:13+00:00,Pósthús Hafnarfirði
CG004032009IS,InternationalParcel,2022-05-09T12:39:18+00:00,Pósthús Siglufirði
CG004032012IS,InternationalParcel,na,na
CG004058006IS,InternationalParcel,2022-06-03T15:01:49+00:00,Pósthús Selfossi
CG004032065IS,InternationalParcel,2022-05-10T11:43:03+00:00,Pósthús Selfossi
CG004058085IS,InternationalParcel,na,na
CG004058139IS,InternationalParcel,na,na
CG004058156IS,InternationalParcel,na,na
CG004058160IS,InternationalParcel,2022-06-05T16:36:46+00:00,Póstbox Birkimel við Orku
CG004058187IS,InternationalParcel,na,na
CG004032247IS,InternationalParcel,2022-05-09T13:38:31+00:00,Pósthús Reykjanesbæ
CG004058275IS,InternationalParcel,2022-06-07T10:45:08+00:00,Pósthús Hólmavík
CG004032318IS,InternationalParcel,2022-05-09T14:09:40+00:00,Pósthús Síðumúla 3-5
CG004058332IS,InternationalParcel,2022-06-13T16:06:09+00:00,Pósthús Kópavogi
CG004032383IS,InternationalParcel,na,na
CG004058394IS,InternationalParcel,2022-06-07T17:18:54+00:00,Póstmiðstöð
CG004058425IS,InternationalParcel,na,na
CG004032560IS,InternationalParcel,na,na
CG004032595IS,InternationalParcel,2022-05-09T19:50:20+00:00,Póstmiðstöð
CG004058584IS,InternationalParcel,na,na
CG004058730IS,InternationalParcel,2022-06-07T14:47:44+00:00,Pósthús Kópavogi
CG004032750IS,InternationalParcel,2022-05-09T15:56:57+00:00,Pósthús Hafnarfirði
CG004058774IS,InternationalParcel,2022-06-07T13:25:18+00:00,Pósthús Þönglabakka 4
CG004058788IS,InternationalParcel,2022-06-14T17:29:49+00:00,Pósthús Kirkjubæjarklaust
CG004058805IS,InternationalParcel,na,na
CG004032851IS,InternationalParcel,2022-05-10T10:16:14+00:00,Pósthús Hafnarfirði
CG004058859IS,InternationalParcel,2022-06-07T11:15:18+00:00,Pósthús Höfðabakka 9 C
CG004058893IS,InternationalParcel,2022-06-07T17:24:43+00:00,Póstmiðstöð
CG004058916IS,InternationalParcel,2022-06-07T09:41:01+00:00,Pósthús Hafnarfirði
CG004032940IS,InternationalParcel,na,na
CG004058933IS,InternationalParcel,na,na
CG004032975IS,InternationalParcel,2022-05-09T16:59:29+00:00,Pósthús Reykjanesbæ
CG004058964IS,InternationalParcel,2022-06-07T11:27:07+00:00,Póstmiðstöð
CG004032998IS,InternationalParcel,2022-05-09T17:00:58+00:00,Pósthús Hagatorgi 1
CG004033004IS,InternationalParcel,na,na
CG004058995IS,InternationalParcel,2022-06-07T11:08:41+00:00,Póstmiðstöð
CG004059015IS,InternationalParcel,2022-06-09T13:01:06+00:00,Póstmiðstöð
CG004059063IS,InternationalParcel,2022-06-08T09:00:50+00:00,Póstmiðstöð
CG004033199IS,InternationalParcel,na,na
CG004060058IS,InternationalParcel,2022-06-07T16:12:17+00:00,Pósthús Síðumúla 3-5
CG004033239IS,InternationalParcel,2022-05-10T14:58:50+00:00,Pósthús Egilsstöðum
CG004033389IS,InternationalParcel,na,na
CG004070126IS,InternationalParcel,2022-06-20T14:47:42+00:00,Pósthús Akranesi
CG004033432IS,InternationalParcel,na,na
CG004070157IS,InternationalParcel,2022-06-16T13:15:17+00:00,Pósthús Höfðabakka 9 C
CG004090032IS,InternationalParcel,2022-07-07T14:02:07+00:00,Pósthús Síðumúla 3-5
CG004090046IS,InternationalParcel,2022-07-07T14:40:03+00:00,Pósthús Reykjanesbær
CG004033565IS,InternationalParcel,na,na
CG004090063IS,InternationalParcel,2022-07-07T10:15:44+00:00,Pósthús Síðumúla 3-5
CG004090085IS,InternationalParcel,2022-07-08T15:40:15+00:00,Pósthús Akureyri
CG004090117IS,InternationalParcel,2022-07-07T10:10:47+00:00,Pósthús Kópavogi
CG004090125IS,InternationalParcel,2022-07-08T11:59:35+00:00,Pósthús Reykjanesbær
CG004033653IS,InternationalParcel,2022-05-10T11:54:01+00:00,Pósthús Akureyri
CG004090134IS,InternationalParcel,2022-07-08T11:58:32+00:00,Pósthús Reykjanesbær
CG004090148IS,InternationalParcel,2022-07-08T11:38:44+00:00,Pósthús Kópavogi
CG004090151IS,InternationalParcel,2022-07-07T16:28:26+00:00,Póstmiðstöð
CG004090165IS,InternationalParcel,2022-07-07T10:42:32+00:00,Pósthús Síðumúla 3-5
CG004033698IS,InternationalParcel,2022-05-11T09:41:56+00:00,Pósthús Búðardal
CG004090182IS,InternationalParcel,2022-07-07T10:40:28+00:00,Pósthús Kópavogi
CG004090196IS,InternationalParcel,2022-07-07T10:46:30+00:00,Pósthús Þönglabakka 4
CG004090205IS,InternationalParcel,2022-07-08T15:43:16+00:00,Pósthús Húsavík
CG004090222IS,InternationalParcel,2022-07-07T10:50:37+00:00,Pósthús Síðumúla 3-5
CG004090240IS,InternationalParcel,2022-07-07T10:55:58+00:00,Pósthús Síðumúla 3-5
CG004090253IS,InternationalParcel,2022-07-07T11:02:26+00:00,Pósthús Hagatorgi 1
CG004090267IS,InternationalParcel,2022-07-08T11:34:24+00:00,Pósthús Grindavík
CG004090275IS,InternationalParcel,2022-07-07T11:15:47+00:00,Pósthús Höfn
CG004090284IS,InternationalParcel,2022-07-07T11:10:07+00:00,Pósthús Kópavogi
CG004090307IS,InternationalParcel,2022-07-07T11:12:17+00:00,Pósthús Grundarfirði
CG004033865IS,InternationalParcel,2022-05-10T14:54:50+00:00,Pósthús Hagatorgi 1
CG004033874IS,InternationalParcel,na,na
CG004090355IS,InternationalParcel,2022-07-07T11:34:44+00:00,Pósthús Höfðabakka 9 C
CG004090369IS,InternationalParcel,2022-07-07T11:35:47+00:00,Pósthús Síðumúla 3-5
CG004090372IS,InternationalParcel,2022-07-07T11:49:26+00:00,Pósthús Síðumúla 3-5
CG004090390IS,InternationalParcel,2022-07-08T12:14:35+00:00,Pósthús Búðardal
CG004033931IS,InternationalParcel,2022-05-10T16:58:17+00:00,Póstmiðstöð
CG004090409IS,InternationalParcel,2022-07-07T11:51:09+00:00,Pósthús Hagatorgi 1
CG004090412IS,InternationalParcel,2022-07-07T12:05:51+00:00,Pósthús Höfðabakka 9 C
CG004090426IS,InternationalParcel,2022-07-07T14:40:13+00:00,Pósthús Reykjanesbær
CG004090430IS,InternationalParcel,2022-07-07T12:16:02+00:00,Pósthús Kópavogi
CG004033993IS,InternationalParcel,2022-05-10T19:02:11+00:00,Póstmiðstöð
CG004090457IS,InternationalParcel,2022-07-07T13:43:54+00:00,Pósthús Akranesi
CG004090465IS,InternationalParcel,2022-07-07T12:26:46+00:00,Pósthús Höfðabakka 9 C
CG004090491IS,InternationalParcel,2022-07-07T12:32:03+00:00,Pósthús Ísafirði
CG004090505IS,InternationalParcel,2022-07-08T11:58:13+00:00,Pósthús Reykjanesbær
CG004090514IS,InternationalParcel,2022-07-07T12:36:18+00:00,Pósthús Þórshöfn
CG004090528IS,InternationalParcel,2022-07-07T12:36:00+00:00,Pósthús Höfðabakka 9 C
CG004090531IS,InternationalParcel,na,na
CG004090545IS,InternationalParcel,2022-07-07T18:20:27+00:00,Póstmiðstöð
CG004090559IS,InternationalParcel,2022-07-07T13:00:32+00:00,Pósthús Kópavogi
CG004090562IS,InternationalParcel,2022-07-07T12:59:15+00:00,Pósthús Síðumúla 3-5
CG004090576IS,InternationalParcel,2022-07-07T13:11:38+00:00,Pósthús Kópavogi
CG004090580IS,InternationalParcel,2022-07-07T13:01:50+00:00,Pósthús Stykkishólmi
CG004090593IS,InternationalParcel,2022-07-07T13:06:34+00:00,Pósthús Kópavogi
CG004090602IS,InternationalParcel,2022-07-07T13:27:35+00:00,Pósthús Síðumúla 3-5
CG004090616IS,InternationalParcel,2022-07-08T13:30:38+00:00,Póstmiðstöð
